,03660196C,03660356C,03660445B,03660447B,03660501B,03660502B,03660555B,03660598B,03660602B,04240076F,04240106F,04240120C,04240151B,05320003B,05320011B,05320012B,05320093C,05320100B,05320102B,05320108C,05320114C,05320119C,05320132B,05320141B,05320143B,05320146B,05320179B,05320184B,05320188B,05320191B,05320196B,05320205B,05320216B,05320217B,05320220B,05320229B,05320232B,05320234B,05320239B,05320243B,05320286B,05320302B,05320328B,05320353C,05320372C,05320381B,05320384B,05320385B,05320388B,05320393B,05320399C,05320410C,05320420B,05320424B,05320425B,05320435B,05320436B,05320444B,05320446B,05320449B,05320452B,05320459B,05420099C,05420129C,05420135C,05420138C,05420145C,05420159C,05420169C,05420180C,05420199C,05420211C,10A,12A,13A,15A,16A,19A,22A,24A,25A,2A,34A,6A,7A,9A,Pt1-baseline,Pt2-baseline,Pt3-baseline,Pt4-baseline,Pt5-baseline,Pt6-baseline,Pt8-baseline,Pt9-baseline,Pt10-baseline,Pt15-baseline,Pt16-baseline,Pt17-baseline
DAD1,27.79484241,63.37086404,42.986288,76.89223807,21.50594223,56.94344675,67.91186601,61.18098,39.69937133,46.27745566,78.13406886,51.94079516,39.85935876,31.12882567,78.41225972,53.25344133,41.04859439,32.23953769,80.93594717,42.01731996,97.7610235,22.18233323,38.03611193,51.74284687,36.81101314,71.63651562,92.04634759,48.70466741,73.55117895,15.18083965,59.11205578,66.35488998,72.17335518,48.97719472,86.39381229,28.7527362,51.62823384,56.6246917,33.67380328,71.45899877,84.58434687,67.39044949,79.19450075,51.87309015,40.92675132,54.25475364,54.67644712,53.13307469,58.21120253,63.49418215,44.0665444,56.08602075,39.82340125,45.6301881,30.17327289,92.7968114,46.2358868,60.524115,72.55914874,62.71103615,73.12725395,54.39072388,0.0,40.16443631,36.88407843,62.11552396,54.80377847,49.04073901,15.37961793,42.63923615,73.90565169,85.32304999,151.97,571.73,336.41,74.93,121.31,405.22,216.6,174.7,157.61,251.14,409.12,143.06,338.5,355.53,302.0935,402.659,320.1965,182.208,616.3265,341.1813333,262.296,279.939,521.311,415.2185,806.7913333,281.9906667
APOC2,8.819562501,223.4499708,40.17802742,6.906750208,4.68314455,33.27416801,1232.006951,8.220210696,18.70057369,13.95261902,25.33485236,17.21286791,11.55822708,1.860575399,28.70916474,34.76121567,22.34980211,40.37190087,53.05102257,11.20816554,758.8578731,2.826633938,31.23539474,143.7197077,13.21576075,793.763144,14.00676606,53.73405139,16.50024333,3.986231874,1156.002488,12.83884788,520.4035056,34.07766143,25.14595116,18.61391128,3.21781257,239.2816754,15.99756416,25.27640662,2.787765309,23.86189418,5.182174762,18.73694993,0.557243255,6.18981885,2.470068548,109.8293718,102.951072,21.59372961,4.065532041,18.82978809,72.54176367,22.50787207,19.65104013,756.9771332,31.43803648,1.858157827,25.216424,287.1761988,9.114236101,28.74712001,11.27157872,11.21847902,18.03871498,5.082095687,67.6561087,70.82904386,15.21015289,192.3842862,3.633501865,63.15880286,0.51,1.45,2.47,0.12,2.23,8.02,0.28,0.81,0.04,2.18,0.67,0.38,0.81,0.2,21.48135,5.954355,8.302515,19.84345,14.99805,8.380173333,34.9624,6.21871,11.0661,5.88104,19.29306667,16.86383333
DBI,29.84893715,46.50341262,66.17570028,87.00773764,43.10631864,67.3717456,59.54547334,62.31211316,52.47956206,40.35468172,64.59978363,64.98826809,33.12923418,65.41773043,69.4748879,37.92532208,65.83936565,44.10129136,67.64032077,33.70780942,69.60055683,28.99374186,39.21303801,119.2775788,64.35942863,31.35469472,212.4438836,20.61256862,31.93769615,13.65964519,85.86625918,51.65610219,53.89453878,30.65284077,83.17043936,34.41448669,46.51144722,68.94697962,39.07597556,90.4541979,54.61699082,163.5682393,61.40706056,83.40511449,95.84022339,71.76297692,60.73953885,75.38239217,150.9784497,65.17909415,44.59083365,42.61142289,33.03900701,49.43770215,84.20296552,75.94853775,24.49649685,22.25207311,35.96950492,160.9180729,13.74143837,46.52857128,0.0,41.41450298,93.82953357,122.7059162,98.61583713,29.57385248,8.789089508,107.0895958,26.1565358,67.82693605,164.88,119.63,329.5,190.23,615.12,230.49,474.33,242.38,199.32,295.44,159.24,619.9,581.67,180.71,205.6565,325.047,262.5695,473.666,166.162,87.2453,479.337,294.8825,634.4015,345.655,753.0563333,264.0243333
CD52,4.869280916,36.71464867,126.0178634,1.66172307,5.098961261,25.51556672,45.79533514,6.213598632,53.59608253,33.18728465,13.40750369,1.789713486,1.26822192,3.949794601,22.50380566,59.57047101,22.67937818,15.33037391,4.435586814,62.69636958,9.312197346,4.446620259,71.75264134,21.27981875,81.96618804,3.076918916,5.360563205,49.14922319,7.399144298,70.90220986,35.52539357,231.7027028,3.506299032,2.348347116,14.28726674,5.710444415,0.969860122,14.34726341,123.0934625,24.07181205,4.500882683,25.66787381,7.313165739,9.414294776,1.651170714,14.83857349,5.177596011,37.94602683,53.45134143,15.25135516,111.8041945,12.4713803,191.3815495,54.50057163,15.87131847,21.69585882,6.144020856,17.10011135,2.109154823,4.232430072,13.19661585,13.08639998,9.762749565,2.610604346,33.32625115,1.707929187,13.12420341,8.795925897,1.922487819,105.3292188,44.51326614,7.739250047,17.52,28.41,213.04,57.89,4.11,197.31,6.56,107.45,36.24,124.37,22.13,3.65,36.55,102.25,13.4637,28.9221,150.8095,40.2838,79.4521,1.841223333,20.853,6.781195,101.22255,86.94205,49.31503333,139.983
SLC25A6,5.989520166,1.852739489,0.579819326,2.743618091,2.797699621,3.558548339,2.977694442,3.610622177,0.806259142,2.163123461,3.701672463,10.49520051,7.525527602,5.086079178,3.107289955,0.049930105,2.600686505,0.967096473,0.841532062,3.416606369,7.71502105,0.480653775,1.130514117,2.061529271,1.522579282,0.487006849,2.992296699,1.277920292,3.610143852,6.084395075,2.962501664,3.591756997,1.053718528,1.328431036,1.806721111,1.078101248,2.883507378,3.160597305,1.970780861,1.501612171,4.090365359,0.808094791,2.388813657,2.279521277,1.094960467,2.941891094,1.778539646,3.108025125,1.731837989,4.027330703,1.359405658,3.460791058,1.113887223,1.716980856,1.689577897,3.897413455,1.834250269,1.450701988,1.570579614,3.118521736,2.157723547,2.370554555,0.0,3.222257888,0.621997651,1.836070958,4.335858586,2.058922015,1.75605312,0.925781251,2.235171423,0.242572075,225.08,719.37,340.35,121.46,486.19,291.02,168.09,143.15,275.84,250.67,1164.59,300.09,372.2,366.19,0.1055323,0.0810363,0.2245655,0.1032325,0.561044,0.0934675,0.04296615,0.1297549,0.031223,0.133142,0.455921667,0.279600133
NDUFA1,183.8646688,247.678772,328.0340006,428.9219782,151.835087,313.520898,370.6639694,359.1175412,259.0601415,216.3551987,413.1433483,766.1023671,174.5676648,207.7715493,229.4590704,305.5327904,530.1281486,229.4626825,611.2424072,192.4401995,482.8328483,124.2631766,158.9405587,270.0023449,170.1475386,178.1515145,296.4385454,226.552061,302.6916979,65.55927778,382.4523231,218.0428064,418.7990387,157.0889346,354.8430503,238.1198825,289.8683356,299.8531353,173.8426891,479.3873949,516.708632,322.7177943,292.2703018,335.6096253,430.9983295,238.2856798,201.9027264,299.7062487,351.0973911,313.8410701,281.4441425,226.2483062,261.1284056,199.9946464,192.8004705,414.909334,154.5921055,171.5146037,395.8566029,463.3087245,316.0882966,264.5665703,0.0,237.8869281,331.8516484,182.5117697,521.1149268,130.1761045,103.4570768,258.14045,199.8917039,449.4950393,195.36,383.62,173.26,94.04,114.87,122.92,101.82,83.27,81.92,120.75,210.38,136.1,122.89,170.01,311.5005,259.654,389.57,168.588,560.5615,307.927,337.484,162.395,434.467,660.153,629.342,427.0543333
TRAPPC5,2.919466324,4.318532045,2.146068218,6.983943298,3.539953013,2.278029141,1.441976342,8.116208075,1.706222556,3.249597347,3.628550506,6.305618445,5.180127033,3.961132835,2.467483034,2.527990576,3.755110157,2.473203003,1.119402648,2.44607617,5.042315644,3.139098496,1.21461209,3.14359421,1.513722449,0.892769497,5.000702899,0.776389583,2.10765311,3.785077904,3.313427413,2.351544434,0.324647397,1.032806291,3.544182589,1.928712954,2.092555786,4.079478215,3.526236037,2.314273713,2.359459261,4.216663188,2.651746748,5.012366492,1.383446955,2.989725882,2.321585781,3.237760174,2.91872115,2.804127711,1.494339256,2.993350806,1.756517718,2.377443836,2.701225225,4.673227993,1.85872706,0.682990112,1.577414268,3.848372223,2.495724594,2.069354682,0.0,2.037338536,1.874353083,2.652085228,3.346350197,2.4769758,2.825402377,2.047319855,3.67775087,0.080667106,104.62,151.53,172.6,42.58,39.36,135.09,41.77,36.25,41.03,70.51,145.64,52.66,92.73,125.52,91.0927,89.4464,50.74195,71.9739,99.9662,55.5798,108.937,60.60295,258.493,61.32765,73.4714,56.6229
MMP9,0.965732556,83.80096643,78.75197427,343.1880209,16.13199124,18.34143248,55.63113147,19.00938358,19.31597683,94.65036908,2.406263989,8.84478158,16.50137369,6.803656468,10.24559522,11.51410446,10.93990188,16.16402022,7.509905128,71.31357689,13.38685557,15.67447078,52.47669892,23.25847029,18.01512418,4.052914361,22.04873417,32.14309549,72.00202912,60.95556026,188.185317,59.44772973,3.46512918,3.553684527,6.035427371,7.339311446,0.993153897,23.19569033,40.46013694,64.3675952,13.6907893,13.18589427,28.8515917,92.28833045,41.34243005,10.8647644,10.05258569,51.99560141,177.6904825,15.79238889,67.05122418,19.10116796,73.30751826,30.27780571,15.7383713,18.92914987,123.6388834,11.86680701,2.295894054,5.577357831,40.73684608,13.99459317,1.407017275,1.650048403,45.45180139,12.37735205,645.9854458,13.10177853,1.268692957,65.61511604,894.3516002,6.420821907,40.98,60.61,30.09,13.49,4.3,10.75,101.62,52.16,44.25,128.58,10.59,6.55,153.46,30.07,4.22807,3.468265,15.9632,12.53975,37.6582,22.88006667,31.55355,2.23535,86.65345,9.2462,211.471,52.4981
SNORA80E,322.2306487,75.19831918,55.47988239,34.32757939,93.05839454,111.6605193,66.43512367,52.32878561,92.6723958,86.07369333,223.9042867,59.76220466,75.27701563,84.31101861,72.93140152,842.7068946,177.0132773,187.2027976,141.2741138,174.7609016,239.1458955,125.1905137,28.46432355,122.5342152,237.0047416,336.549354,62.02406039,395.9586873,442.4648453,344.6571298,42.5486538,111.992234,700.5155928,325.0405554,57.32847583,167.743575,166.2094927,36.77298705,98.55438981,303.8091421,227.4941318,84.96853144,127.2219679,71.77724229,278.425739,104.548872,166.0410278,113.7198381,31.15276372,100.8836323,92.74568269,116.9734425,246.2202925,59.33967135,60.75963525,80.13547427,93.04498208,68.23529947,192.5450956,18.1697866,1097.871076,54.19370765,0.0,334.841542,71.14859577,68.75457812,172.9060747,604.9181571,837.5828633,102.3559411,80.67209596,96.45438074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGDS,1.222436638,18.49026651,18.81973569,0.3062106,6.752059629,7.544122479,23.47604405,0.906801298,8.863374406,7.699730765,70.75287438,6.0053509,0.295775278,6.092023102,5.642202584,17.61155317,2.903170825,9.808114884,14.13469862,39.8457162,4.960611455,6.018914774,17.4118499,11.61286163,9.661961443,61.40211741,1.052794044,18.17933218,4.454598761,22.36732633,5.32962988,31.14109345,10.97400825,0.531086115,16.23143966,13.88956069,0.857145629,8.788012606,24.5412658,2.668620155,0.493975461,65.34703456,1.928754948,13.06104083,0.895244447,22.1682774,2.885899812,13.91801954,2.762587089,9.463235198,24.5682624,2.340404202,34.62374085,36.62722359,12.64630399,24.54026541,7.524981874,0.357476352,0.756172647,4.005579435,3.598376036,9.098024896,8.095547669,2.504181404,7.552408892,0.313831032,21.76592026,11.25695178,5.537682051,6.598585674,0.235106099,0.316658128,2.21,29.14,123.13,46.57,2.92,60.03,8.69,40.81,23.88,23.83,965.45,3.69,18.21,7.47,21.4704,31.4829,55.60955,88.31715,628.0545,11.66246667,30.29025,20.2565,135.7775,11.574,9.718616667,69.6446
MIR3652,41.15819456,254.4966976,103.2542256,387.4370527,80.83377733,269.5536078,1005.559797,238.7535933,133.2660757,140.6153133,178.0430198,310.7883697,408.2270825,146.9034141,195.5310983,275.4571464,117.3670986,146.1248354,212.7541516,298.7737741,558.466395,173.4321669,96.87149542,151.9456035,320.2885639,102.6149454,340.4248385,126.6304199,337.2015133,68.13326639,336.1237993,174.3784313,175.1020431,363.4047956,126.0213931,99.66406451,144.8282885,121.0649491,236.9829645,249.997596,220.0480938,391.3718336,216.3269585,208.3983782,708.8221524,148.4768447,170.7849769,136.2626061,208.5477426,489.0849842,205.7092971,662.643126,169.534129,212.2774072,113.7644287,624.6095958,197.9075064,203.6696501,200.7807424,216.9299514,179.1993523,325.8951543,0.0,205.3693433,152.6985697,345.9593688,361.9529234,122.107851,136.32555,137.9103114,219.32348,329.6190334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034062,5.76e-05,1.13e-05,2.65e-07,7.63e-05,0.000111668,2.44e-06,9.07e-05,1.69e-05,1.16158415,0.000179698,1.92e-05
SNORA26,337.0982893,27.96426488,30.18634463,22.673389,79.3266977,118.0263533,51.81908078,16.34209169,80.83578993,75.41779841,66.86719201,35.49063933,37.567501,49.57186477,46.81935021,875.1863362,80.02693778,64.94886827,31.68391205,63.08653453,91.24272218,78.38829793,23.38930271,77.76829345,164.1126917,260.8745996,16.34994903,260.4421966,298.0247822,457.6721644,19.05010996,86.59961644,168.5106263,165.6292171,28.27357135,199.9473063,80.29169863,27.97381632,259.2300248,145.6202197,239.568921,50.9151815,64.18643517,21.88259627,141.0765394,28.8416179,114.438004,74.46283218,18.02174932,69.54572916,101.4599194,35.91748349,119.4300927,42.49066585,30.59695172,36.13732869,54.76508181,98.3431118,75.59601393,24.98430924,512.297071,46.34239848,0.0,103.0251177,24.45974684,30.68895487,114.7628217,663.5764687,1520.575485,94.40591068,100.7342913,23.60504652,0.24,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.111,0.0,0.0,0.0,0.0,42.97666667
RARRES2,2.354696591,11.24466256,12.0521206,1.848776571,1.704765639,5.808381617,7.927931241,2.949613324,9.80694979,44.92999334,4.076061856,2.783625052,0.94342687,14.27369769,14.6745624,5.072808986,2.130658588,2.087158711,1.11238806,15.96617738,2.583303833,1.660400355,4.055522972,6.997525459,4.332202294,1.14572324,0.932797317,2.526052231,11.12569599,6.755886488,5.409606452,3.062332284,0.103236172,0.570425827,2.518915403,8.135734941,2.111990868,3.195338244,7.625007217,15.29923072,0.750295687,2.359136641,1.733989722,3.427240568,2.447604347,0.731320901,1.910227358,2.373778737,9.036841022,2.235899275,4.304680985,98.5890413,5.042032431,16.76380395,7.272307692,6.393332779,9.293258292,6.325579487,4.767633985,0.834383326,23.98850969,2.199746921,0.0,37.75578279,3.136276581,1.540028996,14.75306778,36.71288897,3.899712429,6.758791918,11.99859093,1.000416968,10.78,152.7,101.17,78.2,4.27,1122.41,40.13,121.1,68.87,240.41,69.02,6.73,59.72,196.64,15.94405,50.0804,4.931285,93.4752,156.451,57.62096667,28.02285,280.3635,29.65605,26.41835,39.37203333,33.22906667
ACP5,25.06485967,72.71672585,39.02220943,38.64258755,22.90778674,39.13346926,35.18550231,89.47493934,15.21851901,75.34065338,65.37241437,16.67917246,24.92420582,55.57219441,28.77365375,34.52340348,41.01787555,29.22361177,61.48956633,39.93825847,27.52500814,29.23200262,32.14551046,28.28657536,23.39792478,81.48364559,12.39461414,30.84786677,13.22925843,25.40910205,97.05213464,66.35322308,29.92595663,35.68544811,40.74020889,33.08265355,18.16551951,58.51887346,11.59068116,93.55920238,106.3277234,27.66278481,14.33736703,32.52799144,70.58493529,30.68078533,14.9296072,73.79082559,149.1725915,58.06712206,26.35146459,31.04700673,36.97069523,57.81332077,20.36482377,30.70555845,3.680194343,16.08138317,35.00544412,66.3031169,36.04541993,23.3520565,7.466211808,17.49475018,35.96103251,44.12264701,34.89228918,56.04386092,10.54970235,276.4478773,14.75643843,18.65604972,179.88,214.43,266.03,47.62,125.91,194.8,124.36,156.17,85.95,187.04,133.57,305.15,66.88,42.31,187.1785,42.2316,131.6375,68.3394,474.424,33.05233333,173.198,93.2495,371.9355,28.47145,204.8133333,117.941
HMOX1,12.01755163,191.219529,18.72429877,14.19141694,23.00937347,40.80785078,18.74426049,31.75413709,18.86972154,680.7148312,21.06222936,3.926139786,8.421038414,8.008692963,46.11218294,8.388257605,9.696109037,15.9039696,13.27750586,45.01071642,55.10958537,42.00320597,18.52368316,37.27627653,6.039564487,5.732882291,22.52169979,11.14958148,64.45984663,12.66300155,92.46914049,23.10697001,77.0288905,2.450678505,38.02640432,12.41014325,8.34943301,25.50450349,27.54523279,33.1625007,7.298989698,15.71154187,17.21086759,19.86099655,3.872702283,13.69808893,27.97127585,66.04582009,55.78854136,27.08379897,20.91135123,11.00397499,14.32003832,225.8717919,39.30831453,47.28861659,9.158424421,12.96177776,18.05547331,34.00399363,11.02596732,9.5928441,1.033582501,12.59892796,16.47754143,58.37560855,34.45860031,38.09409438,32.24939907,131.5103126,31.1873415,8.915871382,20.13,12.15,25.86,9.45,2.97,16.88,10.06,58.92,340.89,882.59,16.1,18.68,36.77,88.47,11.2321,20.26395,99.8414,105.526,118.0805,24.93683333,36.8627,7.58006,56.6966,19.72655,214.2153333,55.19716667
IGFN1,1.188046463,3.005531573,0.477907403,6.06292322,8.032261354,1.251924482,1.731394575,0.519837281,651.4436557,0.020542034,0.543902916,0.476929908,0.27620885,0.50799221,7.847386987,15.18186324,2.110723825,1.403371118,0.579023838,9.888916388,1.651437155,9.436813031,2.235070096,0.73936041,24.42066113,0.152975651,6.530197238,2.121458267,5.821664008,2.767935328,1.896022385,1.874995884,1.352182109,0.022167933,9.7396004,2.821219285,2.96824072,1.429305307,33.22105671,111.0764372,0.95315948,1.650775684,0.77589435,1.162677024,0.751242545,0.772372951,0.624450752,3.364639635,1.442685969,0.855408542,2.309007825,7.088976574,4.484203709,0.479815641,10.43431312,2.077036598,0.227242154,0.323588082,0.235530535,2.528788667,2.78225033,1.874325694,1928.496403,0.302700917,7.179210132,3.168311114,1.302331709,1.671731428,0.523479977,0.213253932,1.551688307,0.676323778,5.47,0.0,0.22,0.03,0.01,0.81,0.02,0.01,0.07,0.03,0.17,0.1,0.1,0.1,0.0130555,0.010450425,0.31346,0.0328793,0.00440851,4.76511,0.2465095,0.04418125,0.00654821,0.003682745,0.001930587,0.002901487
BST2,41.82186548,24.51320593,26.50853676,11.11721139,43.7879358,29.82346367,42.79955082,45.80231892,40.77195161,13.04631419,7.510620586,5.436574877,1.57803695,74.26221511,13.63055532,13.32308031,38.81484057,39.35836417,36.38619205,28.02382981,43.27179531,11.10070579,16.79337469,29.06269494,10.2595166,1.989212254,23.70068848,16.30457415,23.00082611,8.282792995,8.949906245,35.96764735,31.18813144,73.58657711,23.01418372,15.70654276,29.00009378,34.41233939,10.86434145,19.49104547,27.97471699,101.0183793,6.705380736,57.96841563,9.518453658,86.05597199,3.344255479,58.73196641,53.90929051,38.55071958,47.799698,17.92581491,22.02131545,12.01767048,7.937000264,27.49175491,22.51273333,8.140607308,1.373575149,88.89058634,35.21498191,11.30754523,0.0,4.49048624,11.89064193,23.5228429,64.04674359,17.47940943,19.65296252,15.89625753,29.07188637,83.61552725,25.18,363.56,348.16,21.82,131.6,259.89,157.63,355.11,145.77,81.87,256.21,375.13,32.6,157.67,91.50485,325.778,142.0085,228.316,282.792,237.281,98.27585,36.4247,687.6005,279.091,431.653,234.8653333
NDUFA3,25.93706663,36.96370648,52.50214859,50.48366148,17.77620636,27.05086478,39.1794791,47.13616988,26.47597112,20.45574143,31.65413882,28.79684506,32.90458196,27.13620467,31.09441897,50.65338609,83.74154949,28.83589714,36.50970737,22.56601641,58.12603479,22.46289506,22.60242131,29.3722586,24.64466134,14.01032034,26.16123806,12.69626676,23.85781668,7.329406366,53.5896013,37.82167466,32.60994451,18.35997703,45.40107908,18.97073187,28.47215736,39.2329837,25.60611222,26.82927219,27.87361195,43.04924552,22.5990353,41.7362977,32.97677103,31.7980497,20.41634671,24.47459433,40.16092762,21.60613623,35.66996247,36.38078942,26.05891147,23.14445371,18.58256825,59.31114623,15.97017379,23.77924614,29.84044019,45.41467124,20.63475523,21.01088128,4.642362081,32.76004721,27.68204855,15.56007263,36.04058259,14.86885191,15.01175443,27.10202818,36.06454497,17.77125963,261.89,596.73,293.59,128.04,213.45,293.04,99.74,87.71,88.66,132.93,282.98,141.32,245.77,211.42,177.907,163.663,124.6665,152.8605,387.142,175.6966667,316.793,116.5045,380.9865,279.988,319.717,223.7613333
VAT1,42.68148522,30.73183065,17.43366608,24.10475857,23.13116017,18.7645686,61.55063989,72.60953798,14.5594204,21.01812407,42.01230008,26.36867273,40.94986209,24.60111952,62.66010215,21.0897666,62.3885033,26.57534367,19.29089015,21.98116997,35.7423027,16.73405291,8.401776484,32.83518198,12.36848774,29.34568542,54.74232133,7.772785446,8.543349573,19.64302166,53.46663854,25.1355704,27.23566636,26.02841879,72.92721101,19.4081196,20.30076664,38.89602879,15.81409193,40.23153603,22.67807073,28.30189193,44.09331212,33.8393667,16.31061069,43.1707306,18.99651454,15.48529914,26.26421923,13.31796014,8.813603541,6.161614554,9.086926712,17.06747493,15.65410833,82.14243993,9.766043019,23.12799413,16.00206398,64.24868082,30.25878687,31.00441255,2.979325919,37.67782373,16.40843731,35.57993459,28.04606499,28.59919352,14.91430405,36.0816585,12.47673456,34.97341674,124.28,281.86,230.25,120.65,149.13,73.38,281.71,127.63,202.11,119.31,447.45,233.79,341.31,78.82,328.848,402.533,230.2415,47.4403,437.73,237.0663333,287.1635,215.9195,492.268,209.943,172.7706667,201.2866667
ASAH1,98.25241747,167.6035702,375.4027005,37.89012122,67.77005984,241.6828363,226.9343311,158.4166238,65.11563538,134.8489151,224.5498844,304.3200653,271.9632833,181.6512365,427.6262732,101.912987,395.5661223,108.8639513,274.4789967,45.31244,326.8626559,108.2480872,117.4570454,100.2241413,94.55061363,135.8141718,67.29964858,191.5492217,47.75768282,41.46574109,175.7392321,206.6880481,161.6929463,170.3478896,197.9963577,95.65236102,73.38938325,148.2158148,45.55772094,524.1143316,738.7051612,130.4192871,173.688223,119.8404449,204.2951239,381.8069877,156.6825853,134.759304,311.4310618,161.1327117,143.0552468,35.10720081,234.8382073,181.567546,71.07776929,201.7020941,68.32149249,55.1731947,234.545749,220.2237393,142.1338172,87.27495069,6.517103147,98.48490052,100.6499525,117.8474218,108.6550819,190.6097026,30.30232229,400.6787168,48.52303179,267.4986939,505.66,197.84,213.64,142.6,194.16,79.9,294.75,279.55,212.88,269.92,116.05,154.96,84.09,55.88,295.9415,477.4915,142.159,54.65495,149.125,142.4276667,337.984,144.0145,61.11075,361.003,86.87976667,392.989
TUBB,95.13853741,200.2044824,99.9496512,176.9449919,110.3580678,70.27705036,111.3328472,200.2732577,94.25144824,124.7191792,291.7804841,258.540413,147.4852842,71.36189029,266.0258024,73.22177402,139.2910966,134.5063939,154.0168012,89.26579883,192.6964156,66.133871,75.17658899,81.13812627,59.07032905,84.91073931,219.7086954,37.72902749,168.2575317,63.76036463,170.5164221,88.00625724,94.10330243,71.87365417,183.9052039,57.26469989,151.970153,129.9176665,113.0488334,136.86298,210.0006548,162.3878755,125.5842369,259.9742892,104.7953547,233.8770016,112.3502187,102.5513056,129.4607771,122.1343168,97.65240902,195.1383349,75.72356287,72.75594715,102.9299466,106.1896605,77.17890783,246.1746359,133.7224737,530.1335702,106.3268349,113.7126664,1.048418614,181.864093,181.495183,216.2638403,117.2888464,65.49624286,35.85803689,101.144097,365.6065944,244.7799581,330.83,422.83,248.75,91.46,427.37,180.53,553.34,400.6,326.87,324.14,372.15,293.26,363.73,611.48,14.3394,35.6282,10.87385,15.97955,53.56045,25.15266667,14.8216,20.15275,20.4733,14.5027,19.329,18.7025
IGFBP2,0.425948837,18.34117805,2.671612829,8.476466164,2.67067461,2.585048961,12.74400328,1.695245271,3.410207931,1.265967214,1.812248298,3.41003142,1.721494855,19.58379978,22.20832632,1.813545205,1.575570695,2.332347507,14.91558366,1.122356138,0.277516725,1.958268881,0.872383101,1.40819767,5.727772902,0.64438158,8.302921171,0.660659814,8.483251128,2.39502448,0.576444817,0.199681595,1.583980379,9.984047564,0.705738456,2.37575056,16.96291422,1.276244565,19.58820756,7.436930714,15.40853395,1.130710461,1.628013532,3.209545278,22.0683096,1.036647377,3.208415314,0.855352338,9.245896527,9.751960685,7.785194027,47.16149144,2.722076034,1.612852405,0.985045022,1.999400357,21.61754852,14.8011042,19.89164649,7.05743881,3.078905523,0.105431657,0.0,4.609633548,4.120497593,0.411238512,6.662483504,1.113223816,7.539591077,2.722098997,1.952449282,0.551413258,27.32,118.8,93.78,7.11,113.5,266.08,10.54,11.07,18.48,112.73,284.94,205.38,404.28,958.7,13.70595,24.08715,214.556,874.5585,14.684,7.259206667,56.0799,322.78,65.8739,6.831605,82.68556667,25.76366667
CTSK,123.2173152,61.03207166,105.726242,148.773689,135.7740478,43.06401848,86.42843076,243.0459323,40.91458058,270.4208937,116.2965324,26.18631601,288.4024668,172.0905868,77.28372275,13.14083118,286.9236104,67.08484314,99.77088406,80.67167271,567.2966223,115.2035926,160.9710528,155.244068,41.47285383,5.071005902,20.138483,67.78542536,58.66107081,41.39907877,67.80746213,130.6774462,32.00997924,66.64338509,38.87194846,173.5655502,197.8628866,190.5290704,32.56735492,1122.024685,61.25208385,27.87170051,108.3523957,55.5534414,32.89768764,231.5274598,348.9745858,277.2510203,424.8995399,72.07327342,67.13518628,157.8568385,65.9907209,506.5296003,193.7895398,254.1044668,81.63032367,32.9294312,45.89341304,62.65806194,253.732434,57.84965128,12.71135164,19.85125155,89.75460471,18.71430595,97.37137753,113.5700581,16.6420418,252.2663888,48.97903003,62.60057095,102.88,147.8,64.94,26.45,284.08,66.05,280.04,130.66,36.17,155.4,41.69,186.73,107.0,169.53,829.177,41.32905,24.7154,110.5535,450.974,40.89136667,191.3435,93.6006,247.0945,476.7695,33.5166,63.72366667
IGFBP4,6.184696406,10.69976186,4.802522119,8.506793413,8.26175261,1.653228987,9.506202896,5.466438306,2.334991512,10.27479145,3.468826069,1.673226123,4.79766197,8.813553302,4.410580139,2.153961497,2.920268036,2.666831451,0.91312334,8.90707051,5.200211651,2.268464171,6.48340849,9.915166398,3.957843612,0.492909302,20.33732959,0.8232829,3.929743372,11.41813996,5.442804622,1.787846841,1.676352745,1.170954626,1.414661431,7.588043212,4.588367054,5.737906524,6.751116237,3.683974954,1.06435953,3.127531987,1.315662099,5.78167183,1.520351732,0.699399202,4.225135571,3.595567211,6.497736794,6.045799072,2.20542019,4.762329307,2.241658665,13.33059128,6.028819154,3.084464602,7.423370568,5.452313732,6.467179606,5.261568636,0.903980982,1.427209545,0.734971457,3.102917497,2.731335926,1.569241532,3.519866158,7.073522672,7.826906587,6.605093155,8.633892945,0.743627333,94.01,346.62,284.79,121.23,45.31,663.67,144.9,153.27,174.33,360.0,229.97,55.72,151.92,503.24,27.83875,104.3345,139.7155,512.579,334.8305,83.53356667,74.7611,86.1351,212.0255,33.2584,172.8273333,117.585
