,03660196C,03660356C,03660445B,03660447B,03660501B,03660502B,03660555B,03660598B,03660602B,04240076F,04240106F,04240120C,04240151B,05320003B,05320011B,05320012B,05320093C,05320100B,05320102B,05320108C,05320114C,05320119C,05320132B,05320141B,05320143B,05320146B,05320179B,05320184B,05320188B,05320191B,05320196B,05320205B,05320216B,05320217B,05320220B,05320229B,05320232B,05320234B,05320239B,05320243B,05320286B,05320302B,05320328B,05320353C,05320372C,05320381B,05320384B,05320385B,05320388B,05320393B,05320399C,05320410C,05320420B,05320424B,05320425B,05320435B,05320436B,05320444B,05320446B,05320449B,05320452B,05320459B,05420099C,05420129C,05420135C,05420138C,05420145C,05420159C,05420169C,05420180C,05420199C,05420211C,10A,12A,13A,15A,16A,19A,22A,24A,25A,2A,34A,6A,7A,9A,Pt1-baseline,Pt2-baseline,Pt3-baseline,Pt4-baseline,Pt5-baseline,Pt6-baseline,Pt8-baseline,Pt9-baseline,Pt10-baseline,Pt15-baseline,Pt16-baseline,Pt17-baseline
KRT6A,3.627937929,0.052879984,0.14048194,9.933034431,2842.605193,0.99151324,0.10532158,0.319034619,0.295977382,0.251382255,0.007449023,0.231634963,0.089859346,7.496613424,0.060713868,0.695597688,0.51941433,398.6879922,0.113272887,1.101741433,0.323958299,2532.595362,251.9011831,255.0109471,0.230562006,0.335547719,699.567605,0.584085138,0.048748439,659.9840248,0.471972363,0.051799489,0.422372889,0.201162414,776.6551749,571.7242031,3.377425888,1867.5194,1.008368301,0.269728011,0.141888571,32.98178574,0.038872976,730.0375478,0.226895567,0.033245251,425.3370202,1738.142175,0.339560373,0.232324928,0.670927829,0.653876329,1.392923672,18.63034183,1635.631274,0.285067956,0.380703133,0.256702066,0.0,3015.435252,4.027082754,0.235894368,42.25875883,0.018240819,0.061931977,0.936113136,9.242742569,0.859358951,0.281558769,1327.88649,0.672067576,2.329880029,3.21,0.0,0.0,2.45,0.0,0.0,0.74,0.14,1.88,0.28,0.09,3112.4,0.05,0.01,0.6680605,0.1634055,479.5235,137.503,49.68105,0.855030667,2392.535,0.0,3698.55,0.2721015,0.0,0.0
SNORA74A,976.3757011,263.8623079,251.0798585,183.0634143,785.0058544,180.9583512,407.8611109,773.1954267,689.068643,292.3594667,1668.51595,1018.987941,3024.334757,1338.966151,420.2902351,4067.885526,1564.629232,1802.55477,1178.363685,2892.045207,995.991568,566.1410757,235.1623963,1242.98968,918.0818952,1630.587688,136.0666116,2340.567374,1797.135588,3911.633815,526.1884363,958.3196774,4424.747879,2475.405657,401.1217249,4090.416757,3453.073389,1589.235887,1685.482055,643.083328,1600.421217,971.025405,1169.056167,560.8149711,1281.015285,459.1385281,831.8894799,2153.387824,436.6109724,1325.782165,757.0073615,799.1923297,1436.984405,436.2351022,427.444034,280.0213619,888.2755846,943.3800927,4463.179418,333.9884178,5956.034972,982.2487622,32.86792354,1454.492127,757.2758352,1464.689018,1690.621604,1108.559947,8320.749885,744.5172936,883.6568513,779.7786611,0.12,0.9,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.0,0.751415,0.0,0.0,0.0,0.0,2.146,1.283335,2.51529,1.741386667,0.0
RPL13,29.56222195,13.74936779,3.976358242,6.997359288,9.47983059,6.115964436,7.493799806,9.108454326,4.326931301,7.037213776,7.676938409,26.96054381,34.75580654,12.27344766,5.410484381,6.663334129,7.261433452,7.797193336,5.012313267,12.43414335,11.29415558,2.884419873,5.209554753,5.649849359,4.854058212,2.09123379,4.291025557,5.672259372,9.065291125,14.49380028,10.59610714,11.76175017,1.265112758,5.989833279,6.760082078,4.11253694,9.288975353,13.38071944,14.1833562,3.323386542,7.570639069,3.062081641,8.613900208,5.648913977,7.120815918,11.66095123,5.803964452,8.158025485,12.39133112,6.266606677,4.92210772,12.12334992,10.71872965,6.888043019,6.92384936,11.07439395,3.629004683,5.108094515,8.283201392,9.053050256,6.19527128,5.806103066,1.04320536,9.742251226,6.124235194,7.341555919,7.888476577,9.132734515,9.649745988,4.176423975,14.50175806,3.304304557,1984.67,2554.5,2615.75,1408.29,2388.95,2980.67,1514.77,1396.68,1745.26,1906.46,6115.74,1204.52,2279.78,5030.46,285.605,435.162,271.1615,289.6905,304.2285,226.3976667,144.0695,579.6235,384.4845,391.9825,255.832,185.6196667
SNORA81,2022.498317,710.9403596,1082.622489,617.0676885,1206.379731,2547.681242,1965.545501,788.5080104,958.5759613,744.746677,1652.249774,643.3147807,1560.202408,2663.861304,1359.548938,7148.209231,2614.864629,2788.124898,1817.7912,1195.120125,2566.252501,2316.337951,430.8195724,1914.733492,3396.666236,1876.631098,878.7485248,1847.651103,873.8020806,2140.990423,1438.951274,2197.731535,1245.458214,1733.1876,936.6000269,3892.784776,1361.592418,1507.90518,1584.170844,2726.046632,2106.944099,2404.556903,876.6487026,942.5228621,2566.986532,657.372546,949.9508391,2107.520986,958.6976845,720.0889922,1172.244783,1223.468301,2132.39013,788.4138599,1582.396245,1287.950636,1321.125422,975.3153162,1724.260554,290.1695751,3007.217186,958.5297391,18.46512558,1945.082324,1110.651145,1174.049757,1437.092593,3564.632233,7252.285442,2321.539341,574.1931525,698.7674739,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.38128,3.01165,5.19634,3.71341,1.20169,3.003673333,3.84229,9.89872,0.0,5.40734,1.62656,1.53319
RPL31,366.4968743,133.0551095,126.6566575,105.2661483,149.6822053,119.8094265,101.6427032,83.53378385,197.0033249,150.9440547,115.7606325,449.4119146,437.5404426,231.2766091,106.0526975,174.5089865,110.8587176,232.9281806,178.1237182,140.1183202,223.9610563,59.07962966,139.5963271,186.1749519,128.770238,123.8954138,89.85453808,264.0991019,353.8080091,150.7361457,149.7315844,216.7988727,95.8186599,159.1834703,225.4432767,98.4926612,261.2771597,229.7738306,269.673037,101.5693283,345.8936476,86.27736912,232.0842667,170.9153163,250.6619736,277.7798993,182.4114311,176.664586,176.8849314,381.509817,199.7833712,189.8700824,244.633469,175.8872566,156.2791553,138.6458126,77.97859239,295.3993725,350.7625752,140.0655654,82.48389974,163.7638631,4.438612226,174.6184306,170.7042818,185.3952625,238.0416055,97.79752816,97.77912833,139.6741571,261.0296812,175.4339338,739.49,1556.02,827.66,521.48,1056.13,1020.3,837.3,733.23,967.04,899.17,1646.84,1064.44,869.71,2617.84,1983.935,1617.09,3790.36,2369.255,1013.21,2337.86,1159.815,2982.335,1502.705,6108.555,2245.726667,603.1466667
KRT16,0.656563228,0.025136973,0.020033804,4.721756763,999.1413957,0.409847554,0.018774583,0.072531111,0.031656487,0.119496803,0.0,0.036703251,0.093197333,5.628664223,0.034633056,0.215646902,0.388576914,207.8902698,0.011538274,0.424639982,0.023099471,1300.809686,98.07892471,95.43858888,0.091333093,0.0788764,255.1005352,0.0,0.049656443,387.2885628,0.066640481,0.036935025,0.133852487,0.080683048,307.1561302,206.3025195,1.020311151,825.2045069,0.422944316,0.089454155,0.04669477,10.91747679,0.018478617,296.9949922,0.01244502,0.037928226,139.472509,790.0499357,0.397767899,0.010353537,0.260943991,0.137129101,0.294858652,12.46587652,597.3574468,0.050816101,0.520752248,0.084479278,0.0,1012.909291,1.572607448,0.146262388,111.9192973,0.0,0.058879839,0.559089689,4.034629421,0.702427548,0.0,732.7250006,0.194462029,0.528820302,2.89,0.0,0.01,1.83,0.0,0.05,0.61,0.05,2.48,0.48,0.01,2369.74,0.26,0.02,0.440196,0.188374,572.761,109.989,69.47585,0.992349,3012.13,0.0,4470.72,0.208772,0.016754033,0.047362933
RPL26,438.2856437,210.3518792,237.9805115,152.1900245,203.9002916,252.4682324,188.4107424,249.3114956,243.1467324,173.5407464,249.6340191,1011.882821,821.3730938,834.0203221,229.1945358,357.2554244,174.1017496,368.8468809,422.7750886,127.6299349,149.9575237,123.100884,245.2477127,340.504916,207.1280866,209.3374285,169.893021,337.1660081,384.1789188,109.9594573,383.1893854,564.1345512,102.0891243,190.0911319,2103.552832,170.6743839,493.2504932,290.0425638,283.4607904,253.3190221,392.9016879,131.311129,740.9008015,338.5481771,491.6186013,472.4660322,201.8407398,190.1336046,239.1809393,441.0081262,283.7112787,543.6553144,319.3248892,292.5448741,275.6061374,166.4480325,118.0060494,366.3482085,344.8602822,412.459281,100.6702475,224.9705763,1.715444861,348.3418077,247.6225889,320.3902871,426.6567675,66.30725101,72.9929081,212.125991,309.0268427,398.4117198,1219.37,1410.34,1576.28,641.89,1616.23,1801.73,1458.73,1317.16,1335.0,1384.71,3815.16,1789.17,1662.74,3712.72,2713.36,1589.22,1997.83,1952.795,773.486,1951.61,1191.985,1885.14,1327.31,6509.885,543.6576667,698.285
RPL7,2.469904786,2.077954749,2.352141819,1.58219487,1.725043485,4.07543948,1.799427278,1.469327471,1.491754902,1.509717189,3.423485732,9.644576794,4.577847777,1.958481139,2.219824346,3.306946745,2.996872356,2.720529937,2.571152352,2.009518398,3.182540125,1.879115674,3.169816633,1.903865574,3.195104192,6.167547791,1.473797458,2.930766667,4.925836019,1.519855144,2.027896777,2.168245681,1.723887488,6.454881374,2.279374053,1.528911187,2.211071771,1.819938989,3.192256283,1.704008086,12.56842595,2.17054618,2.560658663,5.291816403,3.369597567,2.396950152,3.027451472,2.008025109,1.31567805,4.217369785,2.188362927,2.343830224,3.19788417,1.792165344,1.463623032,2.511304067,2.615011059,5.144850843,2.175860802,1.697874061,3.112185185,3.522108463,0.0,2.859350143,4.205997529,1.148255929,2.330179129,1.074308312,2.743739956,1.692574313,3.960570449,6.526778902,704.57,1610.73,790.73,275.24,1972.92,600.87,920.29,685.91,793.16,805.07,1784.3,939.57,822.1,2061.27,2749.185,1920.745,2626.115,1349.715,1107.345,1604.243333,1048.98,4220.89,1239.67,4276.325,972.759,1085.193333
RPS16,347.14342,186.126553,143.0693579,260.057671,175.9418637,134.1892194,203.9989914,178.3815838,117.2250584,153.8753627,177.0034362,734.4411983,841.1439362,332.8617413,174.5089445,404.0132547,258.1745842,180.8387404,240.2179829,280.6739444,409.8406691,94.95273828,124.9894409,199.007192,113.9164126,110.719031,69.54056236,178.1283778,291.7899187,171.8795193,289.4807109,297.9824367,140.4740058,154.1844532,252.4413519,174.5338032,257.2112857,276.0137807,219.5846605,122.5441455,361.8984268,118.7295235,243.1551298,222.6197817,247.3026042,248.7892595,188.2416476,203.6136141,246.0090383,145.0393019,163.5140135,464.3704403,241.8782108,165.1492406,124.8958501,256.172108,90.20098298,234.0399807,197.6670069,335.7219929,236.6035135,194.5941606,6.781552311,323.0497348,233.0960898,248.4404796,320.0664354,163.7681797,87.96255125,150.2993339,462.789862,276.1780393,1423.0,937.54,1408.29,650.17,1165.71,919.75,1096.25,836.47,1083.52,1199.75,2087.64,1190.88,1342.64,1807.25,1932.26,1433.905,1802.97,1983.625,2942.15,3563.663333,1154.235,1592.375,1961.09,3996.55,3193.976667,1227.373333
RPL10,188.1451664,106.988309,90.44024848,88.85662266,80.41883617,92.49523765,59.72274294,65.90104856,63.71605849,64.37928004,97.62783244,326.7786562,154.0172565,87.43400284,48.89208186,188.2774214,118.2944298,58.58304203,90.10887483,115.5353795,164.5262333,43.8327121,89.96932523,148.5366052,71.26622745,83.44152227,64.08852203,182.2040494,141.567108,77.99500199,139.0159178,64.1934884,98.29786536,62.5627691,125.9151901,42.23050714,115.9781337,157.8359403,134.2190705,58.97340438,124.3123558,48.67721542,105.3689267,103.6070726,101.3869448,115.1415857,58.52789865,98.90084442,143.6869202,121.9409889,92.03702954,142.6603688,120.2007207,96.42841564,98.13508905,78.33834673,60.55446293,70.61628158,193.2985319,143.9404106,128.4692589,88.54379199,4.962801224,59.93531407,98.12809678,73.31861084,118.217739,89.41174246,80.38299068,102.8122547,215.2841594,133.9837822,1119.03,5690.65,2520.05,791.79,1317.78,2617.04,1466.81,1157.3,1431.7,1672.31,6478.96,1240.22,2241.39,4723.87,1032.735,1050.365,959.39,693.7945,1052.255,524.2796667,488.4835,558.9275,744.477,718.624,606.3093333,764.8783333
SNORA48,1955.659073,797.9154393,292.4261648,566.353517,1036.848203,1833.054115,658.9522685,927.4728538,550.9755994,809.7076031,1970.470715,695.9534432,1489.940578,561.3377869,1303.371594,5688.947376,1121.588046,1466.165473,1122.114781,1239.122745,1482.598156,808.004183,261.8226319,741.5203842,2178.146783,3008.515113,551.9708191,2077.252274,3220.033019,2880.593518,584.0601748,713.5091788,2858.81091,2121.755905,298.6892693,1234.126703,1241.538171,315.2569871,1323.6564,1097.063507,1168.858641,416.7051932,997.0678433,668.1641494,2592.58891,447.3160858,1094.477223,612.89823,278.6281507,1197.94692,597.9201888,586.2355055,1301.275259,459.9741277,489.1543866,366.5069874,797.3615615,1352.267723,1687.674924,530.7303739,5401.403782,611.8173031,0.0,1849.42144,329.0365681,616.0952,1958.451152,3137.60337,7649.515324,1396.926645,1351.54485,754.1104628,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.6,0.0,12.62735,0.0,20.8607,0.0,5.25565,12.4092,13.98914,13.01545,0.0,55.03875,0.0,10.81946667
RPL30,763.847176,260.6969435,419.4780572,180.984283,379.5668169,178.2537243,241.1536246,279.9498321,313.389427,284.9679525,384.6028677,1261.806608,1315.838545,555.361369,256.2295108,829.1025486,443.2927875,340.0933146,899.3949016,275.4178899,534.2417362,238.4310077,309.3792511,379.9496516,204.3232078,532.3523732,203.3442346,521.2239759,825.9956669,309.6671544,558.4303383,626.6978433,194.5931028,475.3335762,554.304719,332.2166329,683.7182158,483.0728507,507.3540386,287.0584488,1641.550482,390.1223223,592.9025456,898.7929313,514.0592855,443.0985885,379.6201334,433.2923137,544.9170173,596.4229606,577.9100823,667.6121519,656.7181751,390.38348,317.9552859,407.9874313,200.8999294,488.6312421,504.1296572,403.6895258,259.047662,416.3789218,0.0,405.5376095,605.1074666,279.8822011,394.4930626,150.7652095,136.5064978,296.7189068,586.3730703,732.1759318,921.69,1629.08,1298.2,504.3,2347.72,807.57,1008.8,850.23,805.13,1085.5,2948.01,1168.32,1492.14,3056.24,2547.445,1841.625,1670.085,1690.995,1493.195,1797.183333,1198.07,3700.13,1628.2,4595.08,1807.576667,1511.326667
MGP,129.0471503,106.7368341,69.56049548,56.27383749,18.64984841,660.8098159,3253.348668,8.105740008,12.11035765,29.77500734,456.2402627,4320.868319,95.69551777,130.278974,676.3281738,52.56660415,2242.868918,23.32875306,1354.406909,55.89112599,24.18003411,12.76967198,152.5617652,91.39781262,330.7365622,110.4009646,47.81513075,10.48363123,248.817263,69.89417447,24.59206554,17.0805561,363.2814657,45.33665471,6.524135159,211.1962692,338.4197411,28.05069453,61.99440545,1204.303268,179.885943,19.66717194,44.43327497,26.49094744,65.76730768,8.272267114,93.99526341,28.76065378,80.43091411,271.5080723,58.4513556,76.13020393,127.7685213,269.2974963,83.2163092,49.29632693,589.9864741,111.0110089,276.7678424,248.1525259,1196.955353,47.79926338,20.08223434,37.74985791,277.6970867,4.631109599,81.15923189,46.05289151,86.84528063,35.72220917,6.415379855,336.6325124,50.19,947.4,200.19,66.36,1070.27,10544.4,106.36,76.25,38.55,407.01,230.19,674.54,3119.14,3786.93,18.4216,599.532,967.6185,90.03545,136.2515,14.00656667,43.3597,16.36925,51.5906,441.8885,38.19183333,68.97916667
MIF,15.44180535,81.70057059,32.76159029,104.3214757,25.01277988,38.34368609,43.92623305,82.95114388,16.12509574,18.39708572,20.49477155,38.47813513,52.40775903,29.3259224,45.26105243,91.79485113,27.07189735,34.55422028,15.86527112,36.5415951,160.0836182,19.9666631,14.36473053,60.3661207,19.24318264,91.91789839,126.9858532,12.45690463,37.8343502,28.67483261,138.1411072,44.84787725,68.90559019,26.46531804,99.34451196,23.30792216,34.41643136,72.05776911,27.94436822,33.88679667,89.85011531,79.98113702,72.9239787,85.49510541,26.18259114,50.43855727,33.63661217,45.44583409,46.97705788,73.81285969,23.08545494,66.57489915,24.61786196,15.70083956,17.60140252,114.5742294,14.59022701,18.10958631,52.24542583,78.41853523,43.02235364,60.15461771,5.858809899,120.4877629,20.75852801,15.37440712,50.55459918,46.63781117,24.68356042,6.734604785,118.2103825,2.719459247,1516.54,3293.59,1349.03,467.92,416.64,1000.83,434.17,364.46,520.37,445.96,2020.6,739.3,1398.25,890.71,2730.54,2251.565,3555.395,953.459,3580.115,1081.34,836.1075,1375.605,2335.865,1280.38,4972.086667,729.5246667
TIMP1,20.46062115,220.0082528,135.842479,343.5955231,32.75027428,57.66638094,154.2919489,79.26760721,65.20564372,53.272885,23.63273233,22.42884535,57.53428203,78.12953708,58.36985182,38.73640733,58.70330436,48.46165427,27.70167313,39.9395404,82.94895864,24.17762853,69.4451473,96.82584469,69.91444221,44.37512398,40.53412545,26.4807814,65.23497631,25.15786263,96.22817906,32.20911876,34.74848688,143.2436729,28.11400407,34.14074894,80.64554912,63.41400763,323.9200153,150.0930776,38.35067074,49.55642742,77.69797622,67.94551835,287.2841431,67.47018519,38.35851127,93.97834186,93.04598962,206.4574125,83.59157252,186.3032258,18.42676024,36.50723987,19.64927909,94.44370155,189.8455686,229.2618774,30.50233634,50.67595443,37.99915044,84.59188899,20.80248325,20.54891759,82.74909207,84.77404299,177.6131811,47.27303344,29.73692247,71.73632819,535.0356358,34.12078172,607.84,2709.78,878.92,319.37,173.59,9373.54,638.37,695.02,629.82,2797.98,1653.42,1176.63,2690.17,3544.5,441.0865,452.38,1670.02,1303.08,2046.885,2815.546667,741.695,318.2165,975.704,232.794,1635.03,1681.716667
RPL21P28,1.116018286,2.339840684,1.337805043,1.043334174,1.89133464,0.248804982,0.854807437,0.860610876,2.145966752,0.494608516,0.386928044,1.745371419,1.237622705,1.719765692,1.708247972,0.392736443,1.621759393,1.607094572,2.381532431,1.160032404,1.963210187,0.186700747,2.001403658,1.334180213,0.998015749,1.787642102,1.17473132,4.369267022,1.959411649,0.91682327,0.647283933,2.578534617,5.07859039,0.897967158,0.69192964,1.954249577,1.138598107,1.805683123,1.925666965,1.710597357,3.070909875,0.857022593,2.299641023,1.163032611,1.095469561,1.323936328,2.135469253,2.318625697,0.682420361,2.074146466,2.508166596,0.610474851,1.625122479,0.659741578,0.771502576,0.65553668,0.807144451,2.90612695,2.878112952,1.379164877,4.455165412,1.198679706,0.0,2.368728265,0.938280401,0.554130575,0.780650497,0.317547316,0.13541794,0.849559685,2.403191402,3.119436885,13.94,31.37,28.77,11.54,8.98,42.63,8.89,6.42,6.6,10.21,44.74,11.22,14.74,52.39,1708.455,1679.595,1597.495,1530.01,1206.88,2730.87,1414.62,2243.26,1457.575,5342.72,1704.183333,1480.353333
RPS3A,19.11616003,8.072883635,12.94702582,5.248926118,10.91193902,7.245725381,7.734148418,6.754434979,15.56686556,6.956210536,11.62759098,13.51573558,19.27505305,10.66168387,7.946461855,31.01025809,10.62088709,19.25823126,11.88779708,7.543161633,8.235933938,5.931402747,10.97147758,12.07905645,10.18255611,14.2337403,3.94018783,10.87657645,24.23620707,5.416615352,9.171469141,11.84106726,7.019907197,7.393628699,7.616676984,9.783550434,17.92138844,13.64953302,14.26583264,10.21521528,40.26221866,11.31151202,11.82213569,9.831471797,12.15880264,10.53126403,14.33130563,13.78883631,7.168218121,11.84949357,14.5068385,11.9011855,15.64767314,8.835955045,8.856723608,8.446506679,7.113581433,9.182618786,13.52419858,6.954837676,5.665883501,9.749270354,2.427468503,9.791754276,14.01410468,8.686426475,9.599483507,7.420873266,3.509664947,7.283055613,18.7404796,9.317825214,534.48,1749.27,1006.33,531.83,2571.7,1082.47,1600.73,1037.84,1234.82,1580.2,1512.36,1496.19,1210.54,3383.67,2174.81,2020.73,1539.645,1285.05,311.2125,1348.003333,1037.84,2483.67,822.1565,3264.14,1179.436667,511.2366667
IFI27,143.585303,40.94260453,23.94300883,106.9420182,255.7609063,109.5720011,11.60858782,42.35702222,124.1853893,58.04083588,11.76999596,10.23012976,2.223791908,53.5374623,20.67754502,17.80816283,124.9183854,212.4389243,2.298290462,19.47179458,570.2546386,63.81197018,49.33852268,118.3978757,9.285751736,4.680647529,373.3454632,38.34077466,7.109147394,66.05600932,7.383668664,113.6507682,261.8833771,20.60973313,110.8787678,43.29669272,4.202912142,91.0531136,12.1541835,11.15495477,1.90542483,330.4946278,96.42735949,120.1584208,53.81286642,411.5826337,8.430819136,292.0162853,117.9849268,36.41256579,75.73965875,5.026631695,11.2377282,20.37380981,107.1941934,81.71388597,65.2896677,23.89709265,1.407451779,535.0176984,304.882298,23.61049433,3.969555983,15.81421731,5.268518918,13.80215118,55.66459954,110.6113288,92.32145294,81.93931827,57.81366863,132.7037215,847.31,407.39,617.0,948.91,15.83,363.79,281.69,919.95,62.47,82.95,51.83,651.74,333.87,47.75,1009.055,516.7095,475.892,118.8345,189.5075,103.7175,792.0215,198.346,4520.965,2918.98,1334.58,513.9936667
RPL28,32.14566104,20.21295429,20.33852366,29.07555577,20.35225512,10.70033699,19.45393028,20.20593871,22.18178706,18.84686764,13.66762683,36.2542421,68.15306279,26.78234231,11.62778995,36.9536272,34.49710953,27.10503995,17.74584483,20.73076454,61.87386577,12.1837376,12.19404314,27.73511769,9.189314064,10.67846376,13.91117527,13.55279034,36.88466094,17.22805814,30.99404793,32.68686483,14.43526391,9.603484664,38.24430044,19.28759531,16.52451084,23.05895797,26.69541213,13.2315703,32.75326137,17.35847278,24.83358434,25.41905114,27.60225095,32.76141403,18.51362076,25.20145274,30.32601133,19.46952902,30.89608132,41.38526606,24.56271653,15.545564,16.5655926,27.40915667,7.346294053,21.26695516,15.83710859,39.04797655,10.22888938,19.63802295,1.796715937,14.09591863,12.5223325,13.88739267,26.39273997,11.09755788,11.21486566,20.41095745,46.20899412,18.53171682,1630.78,4222.29,2985.99,842.56,1208.3,3191.09,1222.64,1126.53,1076.08,1377.86,5108.17,1419.28,2033.24,4373.3,530.4155,556.724,876.311,843.2685,2011.19,856.5236667,595.9125,401.52,856.0655,862.91,1004.584667,787.2603333
COL3A1,741.0614943,1060.706985,780.9266914,893.4504133,483.7729634,138.4637338,239.3783024,445.2683501,288.0336376,10244.63339,398.9759078,195.6273137,521.6869994,533.5333625,2150.772029,608.1293228,637.3161407,368.3013205,179.9935061,382.0539135,387.7770514,253.6383545,1119.029911,861.5739381,291.6072746,82.49880499,179.1054734,134.5143519,755.3162208,528.9034207,617.4133339,59.44368733,36.65514519,45.72196782,300.7012977,1124.1302,909.7143363,671.3649431,447.7967474,848.0684211,288.5250504,161.4682514,117.5922478,562.469322,500.405982,60.30331282,307.8189107,432.053845,721.1162159,136.405532,211.6073303,382.3559873,63.67905215,3700.868979,4522.760582,412.8520844,1327.731647,1217.978558,279.9951276,227.3809119,41.82292166,91.67785101,30.23370016,317.3560286,502.6662231,229.4405528,845.9652242,2365.364705,220.8463181,1124.295777,877.3250436,225.4281943,116.99,198.12,156.51,109.54,135.0,267.92,315.1,774.53,372.55,803.6,110.56,47.52,148.31,373.83,93.27485,517.884,41.44015,358.762,620.705,583.3276667,225.151,378.63,583.3885,105.683,265.7643333,82.3139
RPL13A,146.092423,84.32290343,61.28807123,97.05709267,74.03339172,82.60420194,54.40425913,65.31128704,44.89940547,71.5555431,63.65130145,205.4175786,288.094972,122.7931945,62.54762243,75.79026318,100.0691459,84.14093392,56.9673423,125.5831937,125.3383961,37.31200985,61.25411957,98.60066539,63.37526764,43.83123497,35.91108317,49.2735256,90.35178554,106.5086246,71.61095756,105.6856502,45.36862614,56.15482427,87.37940592,67.86886336,71.87679655,115.8221661,107.5315152,37.38603488,136.1254159,32.18543551,64.21831025,80.37240315,49.22413103,101.5066754,72.05811074,76.9649619,73.36056667,71.85738946,54.80931028,95.4320077,91.58799331,71.43906701,81.3084186,74.75377611,38.11866677,86.3315984,55.04666121,126.166866,87.10095979,58.74519216,8.349176173,100.6565771,65.44919115,57.66183758,119.5814775,50.06922593,51.22750198,67.41333687,160.051612,56.91180428,1119.58,2775.49,2302.63,804.86,2616.72,2325.75,1680.48,1359.94,1472.97,1578.54,3710.39,1763.55,1964.75,5081.41,685.4915,645.9895,485.352,495.4455,459.469,870.257,414.8245,658.8375,538.5325,704.901,634.5656667,303.6493333
COL1A1,427.1128209,1156.298486,620.1463878,745.7403389,463.5902307,139.2147157,186.0113646,334.1218059,177.5595392,9547.402462,316.3361982,138.6314495,214.2321623,370.8414061,2340.501192,653.1592934,621.1797927,285.3230583,80.6013953,450.925505,491.5003945,249.3775884,767.9508404,790.0903188,220.3305736,66.36240713,190.1310142,112.3282819,564.4600691,500.2477804,618.8568091,53.15507604,39.80842714,15.81705206,374.8726152,928.0585532,884.5675223,539.6086632,316.0054561,817.2396433,217.0763529,168.169712,102.4285442,497.9657272,367.3163012,60.65548423,193.091927,258.016534,684.8959212,138.0246484,175.1459687,333.2395318,39.38742908,2676.092242,4209.759285,369.3223167,1283.492784,681.3327863,158.0177496,239.0558987,45.23654681,81.89654361,35.19583718,341.5695639,329.5594516,211.0775169,546.7964383,3506.648874,308.6327085,771.3691396,1261.018837,90.070843,144.95,312.35,294.21,189.3,73.29,669.18,241.12,813.14,296.94,958.38,149.77,67.66,130.58,923.43,110.811,907.749,26.82505,601.0595,2146.895,853.7263333,247.4325,283.5085,1361.21,64.8283,450.0013333,40.39663333
RPL3,580.2751736,275.4005562,235.3445216,230.3617998,268.9536998,322.8523566,300.1522365,272.4910269,200.6748218,229.6637138,289.5874458,672.7406824,761.5091182,568.0060871,207.6815877,568.0714456,180.7236416,365.7648487,283.6372563,446.5790481,314.987705,174.5809658,157.1200141,366.9944152,202.411882,374.4779291,147.2522449,220.2314472,241.4687266,273.1127442,243.5658264,338.2573391,76.6012974,279.0686854,285.6748907,249.8657063,380.9073935,565.3090962,362.3995368,191.562958,526.6966713,156.364313,270.8318536,269.7719913,385.7606197,465.0734837,200.6163303,291.790297,232.1074702,195.714326,181.5060051,335.586421,320.7840248,237.7134816,298.3672659,252.1842058,163.918591,336.6063766,322.5806999,324.0028782,117.8785902,171.8761899,2.456496527,512.3986481,272.4603927,222.0283284,381.9732947,204.4866383,237.1956881,208.7999284,491.4085582,286.4518768,636.45,3076.6,1305.38,636.13,1594.26,1527.38,1350.41,1026.74,1302.0,976.43,2720.76,1499.87,1568.51,2766.85,3325.125,2223.445,2001.19,2677.5,1688.84,2025.073333,1254.81,3235.72,2072.74,3991.705,2344.89,1074.403333
CTSD,204.9164574,243.4149503,92.24627783,36.14575986,128.2533929,163.2439604,139.6996131,195.4473893,36.09498546,489.1119546,311.1544231,201.5540592,220.127117,131.9116047,229.1490956,197.2992207,73.23712776,60.26970523,45.63061932,97.54004393,231.3331967,69.0754508,79.19301659,142.5435323,31.44117851,76.22497922,198.0689809,61.50217324,44.92525739,75.96841663,923.251707,160.7729984,60.62544193,101.0782205,272.6695923,54.97590997,78.76636138,139.7011687,370.3511703,203.8189879,94.42949392,221.9800427,68.21284679,213.2499453,36.98038485,190.2029252,179.4301215,185.2903309,505.5788851,89.3809424,70.79869219,81.45885413,66.26426451,251.5946287,80.88750787,236.8834313,66.03576479,48.83422198,57.22406851,157.284067,130.9463015,80.6033213,9.289097561,84.569996,87.05787021,134.2526832,211.8186465,483.4653072,123.98955,1075.402502,305.8724805,42.7857683,219.98,960.98,1301.08,196.42,267.47,1750.65,891.51,1091.19,1357.08,1638.47,601.82,655.87,549.94,364.18,344.0105,1016.22,381.232,391.17,3054.875,380.6586667,678.911,220.9225,1255.295,449.6445,1621.2,628.125
