,logFC,AveExpr,t,P.Value,adj.P.Val,B
GeneID:100128818,-0.282300343,-5.396760548,-0.912481294,0.364439913,0.799873457,-4.973074787
GeneID:100128822,0.071536853,-6.027359666,0.275316093,0.783830656,0.943504075,-5.310814963
GeneID:100128830,0.209296635,-6.565781303,0.990753136,0.324992552,0.794126015,-4.991835649
GeneID:100128881,0.054055364,2.907385161,0.24094858,0.810252591,0.948913037,-5.539591623
GeneID:100128882,-0.069453277,-4.95520382,-0.225667706,0.822073832,0.952417068,-5.227480634
GeneID:100128885,-0.107423612,-6.023078258,-0.374459729,0.709119228,0.921282293,-5.28655105
GeneID:100128890,-0.050835051,-6.389510117,-0.206012239,0.837339676,0.958047051,-5.354395402
GeneID:100128893,0.267622611,-6.431222271,1.11481449,0.268490332,0.794126015,-4.880280688
GeneID:100128905,0.111487103,-6.565781303,0.523023547,0.602500024,0.886702248,-5.274302052
GeneID:100128908,-0.31917232,-3.016280116,-0.755304075,0.452432591,0.843938603,-4.948663927
GeneID:100128927,-0.194562262,-1.01300538,-0.787430498,0.433511915,0.839097254,-4.972058806
GeneID:100128946,0.15412399,-6.543767935,0.721546033,0.472817611,0.845918633,-5.173720541
GeneID:100128966,0.380056325,-6.102083891,1.201535122,0.23332501,0.794126015,-4.782869026
GeneID:100128977,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100128988,0.380777827,-6.411523485,1.636939242,0.105833696,0.775516574,-4.322919464
GeneID:100128993,0.17709886,-6.479269933,0.803102719,0.424453783,0.834973845,-5.119756622
GeneID:100128998,0.122617164,-6.477727831,0.541630111,0.589679159,0.88205485,-5.259843066
GeneID:100129027,0.317184259,-6.44547883,1.331381719,0.18709705,0.794126015,-4.674303847
GeneID:100129034,-0.169019239,4.596455167,-1.324228539,0.189449563,0.794126015,-4.967279825
GeneID:100129046,-0.051039191,0.527060758,-0.176662099,0.86025011,0.964908773,-5.284276457
GeneID:100129055,-0.314183033,-5.534773499,-1.004802728,0.31822345,0.794126015,-4.916702761
GeneID:100129066,0.213324956,-6.55554567,0.989721546,0.325493313,0.794126015,-4.991827402
GeneID:100129075,-0.201721809,-4.228941086,-0.653809376,0.515234747,0.855928137,-5.042207363
GeneID:100129083,0.533211372,0.841418146,1.411695295,0.162176044,0.794126015,-4.565606828
GeneID:100129094,0.222957724,-4.901561041,0.648301318,0.518770506,0.857053789,-5.08575655
GeneID:100129098,0.149139427,-6.587794672,0.699117164,0.486641799,0.848278462,-5.189483341
GeneID:100129128,-0.317006251,-5.493466257,-1.019628075,0.311183464,0.794126015,-4.902338449
GeneID:100129129,-0.168491853,-6.015360908,-0.569484324,0.570729657,0.876489912,-5.214060874
GeneID:100129138,0.030437218,-2.157700455,0.119085785,0.905525863,0.975838853,-5.141805735
GeneID:100129148,0.104866696,4.783544948,0.758059939,0.450791098,0.843938603,-5.5176954
GeneID:100129175,0.466986183,-5.96509034,1.344335727,0.182892902,0.794126015,-4.636085529
GeneID:100129195,-0.021358246,0.005308691,-0.130297204,0.896680217,0.973209902,-5.247835547
GeneID:100129196,0.431297532,-1.744333992,1.542565243,0.127146315,0.794126015,-4.360846225
GeneID:100129203,0.163034476,-5.584129326,0.497762439,0.62010818,0.892888814,-5.203452587
GeneID:100129213,0.002755019,-5.189034943,0.007489698,0.994044033,0.998338742,-5.264626252
GeneID:100129215,0.24534157,-0.868450953,0.763293058,0.447683549,0.843938603,-4.993127923
GeneID:100129216,-0.166505327,0.417356975,-0.62436171,0.534285207,0.862390674,-5.138905077
GeneID:100129223,0.152176467,-6.587794672,0.718514552,0.474673106,0.846063027,-5.178507901
GeneID:100129239,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100129250,0.008909766,1.874986496,0.048286056,0.96161665,0.990508623,-5.436498323
GeneID:100129269,0.333903247,-5.952326959,1.108320369,0.271265869,0.794126015,-4.856405897
GeneID:100129271,-2.664443105,-2.445510853,-2.798070637,0.006530444,0.481604942,-2.612676945
GeneID:100129278,0.039550686,-5.090436849,0.097183589,0.922839899,0.980248636,-5.252970553
GeneID:100129307,-0.070642176,-5.566065711,-0.177920782,0.85926498,0.964761758,-5.288064579
GeneID:100129316,0.361639717,-6.454748617,1.49007939,0.140397972,0.794126015,-4.500930749
GeneID:100129345,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100129354,-0.297961431,-4.053649764,-0.69617095,0.488474137,0.848397873,-5.013304831
GeneID:100129361,-0.304949748,-3.072258701,-1.07351839,0.286481248,0.794126015,-4.755994079
GeneID:100129385,-0.881762661,-3.717575759,-2.106656795,0.038492779,0.637594381,-3.691387179
GeneID:100129387,0.151421698,-0.436103839,0.835622007,0.406022413,0.824581124,-4.972441962
GeneID:100129396,0.181984513,-1.609477053,0.262761083,0.793455354,0.945360176,-5.141242113
GeneID:100129405,-0.035594522,4.13612018,-0.236465861,0.813715967,0.949667466,-5.687030862
GeneID:100129407,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100129424,0.250947913,2.333481126,1.764562985,0.081709593,0.735796345,-4.209554968
GeneID:100129427,-0.005936732,-6.296147439,-0.016625354,0.986779656,0.996902137,-5.363049712
GeneID:100129434,-0.500326152,-5.545383434,-1.509105997,0.135474082,0.794126015,-4.44501979
GeneID:100129455,-0.488018071,-1.471012996,-1.851837415,0.067985784,0.712053215,-4.017559995
GeneID:100129460,0.323858754,3.113117098,1.928909388,0.057526816,0.691175189,-4.009987332
GeneID:100129461,-0.551453927,-1.250388283,-2.063871867,0.042490223,0.652893159,-3.745950029
GeneID:100129464,0.55021262,-4.526942871,1.397641421,0.166342243,0.794126015,-4.520377039
GeneID:100129473,0.525676795,-4.979071342,1.242760106,0.217828536,0.794126015,-4.681683572
GeneID:100129476,0.148757682,-6.587794672,0.696694153,0.488148465,0.848397873,-5.190833561
GeneID:100129480,-0.002814512,1.551852533,-0.012672807,0.989922492,0.997371723,-5.398845301
GeneID:100129482,0.192068695,4.047847577,1.258873637,0.21198116,0.794126015,-4.998308202
GeneID:100129484,0.184000433,-1.355877305,0.588025197,0.558282295,0.872506754,-5.054939399
GeneID:100129503,0.375182538,-5.445886997,1.250418879,0.215034686,0.794126015,-4.6989857
GeneID:100129515,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100129516,0.177807184,-6.479269933,0.745216573,0.458470372,0.843938603,-5.155311617
GeneID:100129518,-0.556405625,-1.225598123,-2.027013599,0.046216225,0.668721615,-3.79456777
GeneID:100129520,-0.596512056,-3.15638837,-0.716188222,0.476099756,0.846203811,-4.97172767
GeneID:100129528,0.249058242,-6.587794672,1.167804513,0.246585564,0.794126015,-4.842004798
GeneID:100129534,0.493683048,-2.947821103,1.692024348,0.094793301,0.760897012,-4.201077584
GeneID:100129543,-0.537919998,0.887455359,-1.263488232,0.210328092,0.794126015,-4.712115969
GeneID:100129550,-0.070258625,0.410929224,-0.354598897,0.723885454,0.924822504,-5.239030876
GeneID:100129583,0.508184118,-0.418483115,1.316911107,0.191879033,0.794126015,-4.606152809
GeneID:100129597,0.185155077,-6.533532302,0.826607533,0.411082205,0.827724439,-5.108144167
GeneID:100129603,-0.115950083,-5.82888401,-0.291884671,0.771180836,0.940171145,-5.292121785
GeneID:100129617,-0.099805017,-5.756763518,-0.349667049,0.727568772,0.926558589,-5.270992267
GeneID:100129620,0.073250253,-5.577617921,0.177259081,0.859782844,0.964886594,-5.286753243
GeneID:100129636,0.690314267,-5.752742593,2.189638896,0.031661279,0.626372094,-3.532762915
GeneID:100129637,0.016328704,1.706696013,0.085675609,0.93195265,0.982936242,-5.412818017
GeneID:100129654,-0.043294804,-5.564365404,-0.111316523,0.911662788,0.977395358,-5.294007834
GeneID:100129662,0.196618515,-6.521754567,0.889846976,0.376394164,0.806630177,-5.06406107
GeneID:100129669,-0.202786922,-6.217842028,-0.592010948,0.555624156,0.872135438,-5.219758366
GeneID:100129697,0.123441264,2.150324229,0.285654348,0.775930504,0.941919606,-5.435952282
GeneID:100129716,-0.331856404,-5.431107301,-1.088595395,0.27981885,0.794126015,-4.844066487
GeneID:100129722,-0.16821617,-2.082775441,-0.645772296,0.520398221,0.857323662,-5.007411742
GeneID:100129726,0.441030381,-2.532868776,1.648157056,0.103504712,0.772877108,-4.248110811
GeneID:100129781,0.106480093,-6.302635657,0.419386876,0.676132514,0.909308308,-5.293441897
GeneID:100129792,-0.114685295,5.427546368,-0.37428667,0.709247424,0.921282293,-5.771099005
GeneID:100129794,-0.463711181,-4.443864376,-1.057651135,0.293610023,0.794126015,-4.812826772
GeneID:100129800,0.090339643,-3.731791811,0.30378097,0.762136131,0.936388441,-5.127425543
GeneID:100129827,-0.566629897,-1.859681733,-1.690649125,0.095057004,0.761119695,-4.203390621
GeneID:100129836,-0.445887242,1.435304588,-1.368655978,0.17519344,0.794126015,-4.639719552
GeneID:100129842,-0.139910053,5.389334016,-0.507621536,0.613208695,0.890454409,-5.714230439
GeneID:100129845,-0.145950619,2.580528735,-0.380132288,0.704921863,0.920116747,-5.460392534
GeneID:100129858,0.390410032,-2.888708441,1.089333358,0.279495531,0.794126015,-4.743287267
GeneID:100129860,0.271544201,-6.577559038,1.253924342,0.213764749,0.794126015,-4.759372704
GeneID:100129917,-0.114440108,-3.557539049,-0.405062128,0.686585169,0.913910176,-5.095556109
GeneID:100129924,0.447642433,-1.314390644,1.38484613,0.170206292,0.794126015,-4.52023604
GeneID:100129931,-0.240867378,-3.013434512,-0.871444255,0.386293312,0.813211469,-4.885021074
GeneID:100129935,0.218445988,-6.521754567,0.99464852,0.323106246,0.794126015,-4.985953587
GeneID:100129940,0.715457382,2.357387038,1.331927376,0.186918504,0.794126015,-4.761822971
GeneID:100129961,0.39016205,-2.242950557,1.497040977,0.138580339,0.794126015,-4.40251256
GeneID:100129973,-0.407066765,-0.792105339,-1.208503774,0.230650912,0.794126015,-4.687216378
GeneID:10013,-0.12688185,5.475901281,-1.226675107,0.223782669,0.794126015,-5.149378297
GeneID:100130015,-0.00139316,2.583857199,-0.00533931,0.995754047,0.998861722,-5.524508848
GeneID:100130017,0.154422576,-6.587794672,0.732986172,0.465852204,0.843938603,-5.170127181
GeneID:100130075,0.758244955,-4.961598965,2.394713911,0.019131652,0.568576585,-3.232814621
GeneID:100130083,0.037901179,-6.428501157,0.156132951,0.87634782,0.968964512,-5.364227718
GeneID:100130086,0.118457178,-6.00138939,0.407970253,0.684458099,0.913104945,-5.272847762
GeneID:100130093,-0.015175813,2.490719391,-0.079830303,0.9365849,0.98418126,-5.510016813
GeneID:100130148,0.062649049,-6.543767935,0.282719396,0.778170934,0.942159945,-5.350647859
GeneID:100130155,0.243884408,-6.587794672,1.154887267,0.251803792,0.794126015,-4.853814572
GeneID:100130197,-0.268585973,2.981491321,-1.542578094,0.127143196,0.794126015,-4.553052756
GeneID:100130207,-0.25746602,-5.814683723,-0.941800211,0.349319373,0.794126015,-4.981890582
GeneID:100130231,0.350231328,-4.490104217,0.846598164,0.399913013,0.820576103,-4.952668443
GeneID:100130238,0.155933246,-6.587794672,0.742773494,0.459939557,0.843938603,-5.164366109
GeneID:100130249,0.249827182,-6.587794672,1.169695359,0.245828243,0.794126015,-4.840265517
GeneID:100130256,0.075280931,-6.457256565,0.324093534,0.746769537,0.931982944,-5.333780106
GeneID:100130264,0.234864631,-6.4690343,1.01805578,0.311925081,0.794126015,-4.963821203
GeneID:100130274,0.385831963,-6.112781502,1.241930448,0.218132779,0.794126015,-4.744880946
GeneID:100130275,-0.580583641,3.172547083,-1.231479226,0.221992038,0.794126015,-4.929344171
GeneID:100130285,0.046131649,-6.435243197,0.207827223,0.835927313,0.957642449,-5.357135826
GeneID:100130298,0.061934776,-3.754134702,0.149449067,0.881600538,0.970130922,-5.151626002
GeneID:100130301,-0.288144804,-3.02364447,-0.786221139,0.434215601,0.839521652,-4.932045019
GeneID:100130302,-0.299913075,-4.686072994,-0.84881012,0.398688685,0.819629855,-4.967652437
GeneID:100130311,0.495253029,2.787850165,2.144079585,0.035267823,0.636335308,-3.634943852
GeneID:100130331,0.159832326,-1.14921421,0.455900101,0.649779442,0.900777185,-5.111565929
GeneID:100130342,0.290221051,-4.07934056,0.903721494,0.369037378,0.801957383,-4.896141164
GeneID:100130348,0.098776383,-0.730410469,0.383573216,0.702380225,0.9193226,-5.153384261
GeneID:100130357,-0.226432766,1.65401683,-0.851357485,0.397281562,0.818595873,-5.113595966
GeneID:100130361,0.066024969,-6.538567998,0.299980896,0.765021777,0.937558598,-5.346311547
GeneID:100130370,-0.630111557,-4.74057914,-1.816297424,0.07332161,0.720714369,-4.061262716
GeneID:100130373,-0.041082714,-2.750375619,-0.109991732,0.912709785,0.97766866,-5.133156598
GeneID:100130386,0.138765242,-4.04380739,0.257188969,0.797737349,0.946582635,-5.154878718
GeneID:100130417,-0.022279588,-6.44547883,-0.09766252,0.922460866,0.980067698,-5.372034015
GeneID:100130418,-0.983716584,1.339868559,-2.954536487,0.004181933,0.443797865,-2.119761378
GeneID:100130449,-0.580370054,-2.12075294,-1.332692427,0.186668385,0.794126015,-4.555144902
GeneID:100130451,0.116164114,-5.413324469,0.345117277,0.730972444,0.927497987,-5.238202696
GeneID:100130452,0.20977862,-5.085539041,0.637688717,0.52561888,0.859301175,-5.103966636
GeneID:100130458,0.061811198,-6.287364328,0.238557027,0.812099852,0.949432414,-5.339628012
GeneID:100130460,-0.264995753,-5.46736148,-0.704688482,0.483187211,0.847860969,-5.103740209
GeneID:100130476,-0.33931647,-5.755627949,-1.091807943,0.278413247,0.794126015,-4.861890375
GeneID:100130480,0.163357801,-6.403979841,0.681836294,0.49744319,0.848846751,-5.186128784
GeneID:100130502,0.157760135,-6.587794672,0.754661657,0.452815732,0.843938603,-5.157267476
GeneID:100130519,-0.017794524,-4.107734908,-0.050713157,0.959688944,0.989608772,-5.181739255
GeneID:100130520,0.149139427,-6.587794672,0.699117164,0.486641799,0.848278462,-5.189483341
GeneID:100130522,-0.372275247,-5.482775817,-1.226219316,0.223953101,0.794126015,-4.728699135
GeneID:100130539,0.196745599,-6.565781303,0.896054679,0.373091265,0.804639716,-5.062631222
GeneID:100130548,0.095605665,-5.957362654,0.351555591,0.726157563,0.925796906,-5.286073107
GeneID:100130557,-0.31842265,0.678340747,-1.343040569,0.183309997,0.794126015,-4.623723917
GeneID:100130581,-0.097065311,0.000118033,-0.415347663,0.679073565,0.910538202,-5.18918815
GeneID:100130587,0.205959077,-6.565781303,0.96753365,0.336387744,0.794126015,-5.009832793
GeneID:100130613,0.173900431,-6.085963937,0.545185983,0.587243656,0.881416713,-5.227400856
GeneID:100130673,0.101524394,-6.565781303,0.464900067,0.643350264,0.898852591,-5.297299701
GeneID:100130691,-0.462896171,-4.261425037,-1.566406007,0.121464374,0.794126015,-4.345033579
GeneID:100130698,0.357704013,-5.036196567,1.043682913,0.299985291,0.794126015,-4.849488111
GeneID:100130700,-0.444978229,-5.525505523,-0.961821372,0.339230824,0.794126015,-4.948442418
GeneID:100130705,0.298989573,-1.293079078,0.919742964,0.360656527,0.797033183,-4.885195293
GeneID:100130717,-0.380374246,-1.833164883,-0.954880605,0.342706437,0.794126015,-4.846519498
GeneID:100130733,-0.079818019,3.367482367,-0.516431978,0.607072482,0.88837052,-5.503846544
GeneID:100130742,0.052138921,1.102749541,0.27416149,0.784714395,0.943504075,-5.3220669
GeneID:100130744,0.32793388,4.720307535,1.314367996,0.192728825,0.794126015,-4.993879061
GeneID:100130771,0.084477144,2.342898157,0.625898611,0.533282044,0.86185943,-5.330128043
GeneID:100130776,0.163053145,1.432603139,0.84279343,0.40202434,0.822254948,-5.103359689
GeneID:100130827,-0.154559354,-5.735049221,-0.482081032,0.631152593,0.89634467,-5.226601032
GeneID:100130849,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100130855,0.043175791,3.165048731,0.407345178,0.684915079,0.913309275,-5.526179075
GeneID:100130872,0.0169838,-5.928145268,0.063369845,0.949640627,0.986786282,-5.330762875
GeneID:100130876,-0.169461914,-5.841323396,-0.580494419,0.5633218,0.873318399,-5.195002278
GeneID:100130880,0.656592898,1.790159934,3.072872775,0.002954896,0.439939722,-1.811045891
GeneID:100130887,-0.301128984,-0.752879004,-1.059907085,0.29258914,0.794126015,-4.806215534
GeneID:100130889,0.171213669,-6.50981259,0.749476688,0.455914913,0.843938603,-5.154961361
GeneID:100130890,-0.093761378,0.118729794,-0.515970196,0.607393404,0.88837052,-5.163119202
GeneID:100130894,-0.223572034,1.915033365,-1.053434419,0.29552474,0.794126015,-4.983371312
GeneID:100130899,-0.467996695,-6.209453276,-1.514789223,0.134030015,0.794126015,-4.465310589
GeneID:100130933,0.432470056,-2.646796123,1.486079849,0.141450659,0.794126015,-4.411351101
GeneID:100130934,0.233577244,-6.450514525,0.982317647,0.329102373,0.794126015,-4.991115343
GeneID:100130935,-0.377373287,-1.786144781,-0.476788928,0.634899033,0.89727035,-5.079386595
GeneID:100130938,0.154502651,-6.587794672,0.733503121,0.465538835,0.843938603,-5.16982477
GeneID:100130950,0.232485493,1.892746283,1.022987548,0.309602855,0.794126015,-5.01195985
GeneID:100130954,-0.18891322,-6.409934319,-0.715741852,0.476373771,0.846203811,-5.169847951
GeneID:100130958,0.113965647,0.539931344,0.686072918,0.494783097,0.848846751,-5.119121315
GeneID:100130964,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100130967,-0.322754595,-3.416168422,-0.927658513,0.356561213,0.794126015,-4.859213409
GeneID:100130987,-0.063923532,-6.369203092,-0.266892767,0.790284371,0.944616301,-5.341494939
GeneID:100130988,0.262059823,-6.384474421,1.026626588,0.307896825,0.794126015,-4.9517295
GeneID:100130992,0.140648686,-6.126891802,0.562123659,0.575708348,0.87790125,-5.223884453
GeneID:100131017,-0.179507639,-2.408754593,-0.812912791,0.418841694,0.832198482,-4.920016052
GeneID:100131047,0.150982061,-5.420457063,0.395586453,0.693533405,0.916016202,-5.224271586
GeneID:100131060,-0.019172809,-2.574180504,-0.054477769,0.956699411,0.988720223,-5.137813637
GeneID:100131067,-0.239755297,-4.167876027,-0.676982015,0.500500622,0.849870632,-5.028260519
GeneID:100131089,0.243832619,-5.717772477,0.848236862,0.399005765,0.819973925,-5.034780915
GeneID:100131094,-0.1069785,3.000762958,-0.729886057,0.467733968,0.84446401,-5.343900533
GeneID:100131096,-0.440303493,-1.524684227,-1.297854372,0.198315675,0.794126015,-4.593535716
GeneID:100131107,-0.247196494,-6.051958333,-0.81824994,0.415807245,0.830544437,-5.082512434
GeneID:100131117,0.029833256,-0.73256387,0.126604465,0.899592343,0.974359068,-5.199673838
GeneID:100131137,-0.015579,-6.503148594,-0.060659308,0.951791928,0.987162747,-5.378730521
GeneID:100131138,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:100131176,0.290161387,-2.291705541,0.698838215,0.486815123,0.848278462,-4.980002463
GeneID:100131187,0.130045358,0.769006719,0.359437758,0.720277912,0.924573617,-5.269124863
GeneID:100131193,-0.175442182,0.874935081,-0.82981812,0.40927575,0.826540649,-5.06000679
